source_key,series_id,model_name,brand,price_min_wan,price_max_wan,level_name,body_structure,energy_type,seats,range_km,fuel_consumption,horsepower,model_year,sales,sales_period,trim_count,source_url,options_url,sales_url,captured_at
57870_燃油,57870,天籁,东风日产,13.99,23.98,中型车,三厢车,燃油,5,,,243,2026,4054,2026-06,9,https://www.16888.com/57870/,https://www.16888.com/57870/options/,https://xl.16888.com/s/57870/,2026-07-10
128276_燃油,128276,亚洲龙 燃油版,一汽丰田,17.88,20.88,中型车,三厢车,燃油,5,,,173,2026,6026,2026-06,7,https://www.16888.com/128276/,https://www.16888.com/128276/options/,https://xl.16888.com/s/128276/,2026-07-10
128276_混动,128276,亚洲龙 混动版,一汽丰田,20.68,25.68,中型车,三厢车,混动,5,,,185,2026,6026,2026-06,13,https://www.16888.com/128276/,https://www.16888.com/128276/options/,https://xl.16888.com/s/128276/,2026-07-10
103318_燃油,103318,一汽-大众CC,一汽-大众,22.49,24.99,中型车,掀背车,燃油,5,,,220,2026,716,2026-06,3,https://www.16888.com/103318/,https://www.16888.com/103318/options/,https://xl.16888.com/s/103318/,2026-07-10
57232_燃油,57232,奥迪A6L 燃油版,一汽奥迪,32.29,49.98,中大型车,三厢车,燃油,5,,,272,2026,7095,2026-06,6,https://www.16888.com/57232/,https://www.16888.com/57232/options/,https://xl.16888.com/s/57232/,2026-07-10
57232_混动,57232,奥迪A6L 混动版,一汽奥迪,38.79,55.89,中大型车,三厢车,混动,5,,,367,2026,7095,2026-06,3,https://www.16888.com/57232/,https://www.16888.com/57232/options/,https://xl.16888.com/s/57232/,2026-07-10
57251_混动,57251,宝马5系,华晨宝马,36.8,44.8,中大型车,三厢车,混动,5,,,258,2026,6965,2026-06,8,https://www.16888.com/57251/,https://www.16888.com/57251/options/,https://xl.16888.com/s/57251/,2026-07-10
57282_混动,57282,奔驰E级,北京奔驰,37.88,59.98,中大型车,三厢车,混动,5,,,258,2026,9600,2026-06,16,https://www.16888.com/57282/,https://www.16888.com/57282/options/,https://xl.16888.com/s/57282/,2026-07-10
57688_混动,57688,雷克萨斯ES 混动版,雷克萨斯,29.99,29.99,中大型车,三厢车,混动,5,,,152,2026,,,1,https://www.16888.com/57688/,https://www.16888.com/57688/options/,https://xl.16888.com/s/57688/,2026-07-10
57688_燃油,57688,雷克萨斯ES 燃油版,雷克萨斯,29.99,31.27,中大型车,三厢车,燃油,5,,,173,2026,,,3,https://www.16888.com/57688/,https://www.16888.com/57688/options/,https://xl.16888.com/s/57688/,2026-07-10
128787_纯电,128787,汉 纯电版,比亚迪,17.98,21.88,中大型车,三厢车,纯电,5,,,,2026,3285,2026-06,9,https://www.16888.com/128787/,https://www.16888.com/128787/options/,https://xl.16888.com/s/128787/,2026-07-10
128787_插混,128787,汉 插混版,比亚迪,16.88,22.58,中大型车,三厢车,插混,5,,,156,2026,3285,2026-06,11,https://www.16888.com/128787/,https://www.16888.com/128787/options/,https://xl.16888.com/s/128787/,2026-07-10
127583_混动,127583,沃尔沃S90,沃尔沃亚太,40.69,50.59,中大型车,三厢车,混动,5,,,250,2026,510,2026-06,4,https://www.16888.com/127583/,https://www.16888.com/127583/options/,https://xl.16888.com/s/127583/,2026-07-10
127118_燃油,127118,凯迪拉克CT6,上汽通用凯迪拉克,36.99,42.99,中大型车,三厢车,燃油,5,,,237,2026,109,2026-06,3,https://www.16888.com/127118/,https://www.16888.com/127118/options/,https://xl.16888.com/s/127118/,2026-07-10
129130_纯电,129130,极氪001,极氪,26.98,36.5,中大型车,掀背车,纯电,5,,,,2026,1844,2026-06,5,https://www.16888.com/129130/,https://www.16888.com/129130/options/,https://xl.16888.com/s/129130/,2026-07-10
57264_混动,57264,宝马5系(进口),宝马(进口),36.8,52.59,中大型车,三厢车,混动,5,,,258,2026,,,6,https://www.16888.com/57264/,https://www.16888.com/57264/options/,https://xl.16888.com/s/57264/,2026-07-10
128729_纯电,128729,小鹏P7,小鹏汽车,20.38,30.18,中大型车,掀背车,纯电,5,,,,2025,1881,2026-06,4,https://www.16888.com/128729/,https://www.16888.com/128729/options/,https://xl.16888.com/s/128729/,2026-07-10
57356_燃油,57356,别克GL8 燃油版,上汽通用别克,19.99,24.99,中大型MPV,MPV,燃油,7,,,237,2026,2781,2026-06,3,https://www.16888.com/57356/,https://www.16888.com/57356/options/,https://xl.16888.com/s/57356/,2026-07-10
57356_混动,57356,别克GL8 混动版,上汽通用别克,24.29,36.99,中大型MPV,MPV,混动,7,,,237,2026,2781,2026-06,6,https://www.16888.com/57356/,https://www.16888.com/57356/options/,https://xl.16888.com/s/57356/,2026-07-10
57313_混动,57313,奥德赛,广汽本田,23.58,32.88,中型MPV,MPV,混动,7,,,146,2026,814,2026-06,5,https://www.16888.com/57313/,https://www.16888.com/57313/options/,https://xl.16888.com/s/57313/,2026-07-10
127874_燃油,127874,传祺M8 燃油版,广汽乘用车,18.98,18.98,中大型MPV,MPV,燃油,7,,,252,2026,6075,2026-06,1,https://www.16888.com/127874/,https://www.16888.com/127874/options/,https://xl.16888.com/s/127874/,2026-07-10
127874_混动,127874,传祺M8 混动版,广汽乘用车,21.98,23.98,中大型MPV,MPV,混动,7,,,190,2026,6075,2026-06,2,https://www.16888.com/127874/,https://www.16888.com/127874/options/,https://xl.16888.com/s/127874/,2026-07-10
57418_燃油,57418,途安,上汽大众,16.68,19.58,紧凑型MPV,MPV,燃油,7,,,150,2022,17,2026-06,5,https://www.16888.com/57418/,https://www.16888.com/57418/options/,https://xl.16888.com/s/57418/,2026-07-10
126135_混动,126135,艾力绅,东风本田,24.98,30.38,中型MPV,MPV,混动,7,,,146,2026,247,2026-06,4,https://www.16888.com/126135/,https://www.16888.com/126135/options/,https://xl.16888.com/s/126135/,2026-07-10
128269_燃油,128269,传祺M6,广汽乘用车,9.98,13.28,紧凑型MPV,MPV,燃油,7,,,177,2026,2047,2026-06,6,https://www.16888.com/128269/,https://www.16888.com/128269/options/,https://xl.16888.com/s/128269/,2026-07-10
125978_燃油,125978,五菱宏光,上汽通用五菱,4.6,6.09,MPV,客车,燃油,5,,6.56,110,2025,2516,2026-06,12,https://www.16888.com/125978/,https://www.16888.com/125978/options/,https://xl.16888.com/s/125978/,2026-07-10
57470_燃油,57470,菱智,东风风行,5.99,9.99,中型MPV,MPV,燃油,7,,,190,2025,932,2026-06,27,https://www.16888.com/57470/,https://www.16888.com/57470/options/,https://xl.16888.com/s/57470/,2026-07-10
126589_燃油,126589,大通G10,上汽大通,10.8,20.18,中大型MPV,MPV,燃油,7,,,261,2025,143,2026-06,12,https://www.16888.com/126589/,https://www.16888.com/126589/options/,https://xl.16888.com/s/126589/,2026-07-10
99931_混动,99931,威霆 混动版,福建奔驰,33.68,38.68,中大型MPV,MPV,混动,7,,,231,2024,310,2026-06,6,https://www.16888.com/99931/,https://www.16888.com/99931/options/,https://xl.16888.com/s/99931/,2026-07-10
99931_燃油,99931,威霆 燃油版,福建奔驰,28.98,34.18,MPV,MPV,燃油,7,,8.85,211,2019,310,2026-06,4,https://www.16888.com/99931/,https://www.16888.com/99931/options/,https://xl.16888.com/s/99931/,2026-07-10
105336_混动,105336,埃尔法,丰田(进口),89.9,92.9,中大型MPV,MPV,混动,7,,,190,2025,,,4,https://www.16888.com/105336/,https://www.16888.com/105336/options/,https://xl.16888.com/s/105336/,2026-07-10
127015_混动,127015,奔驰V级,福建奔驰,49.68,66.98,中大型MPV,MPV,混动,7,,,231,2024,250,2026-06,4,https://www.16888.com/127015/,https://www.16888.com/127015/options/,https://xl.16888.com/s/127015/,2026-07-10
117870_燃油,117870,哈弗H6,长城汽车,9.89,14.39,紧凑型SUV,SUV,燃油,5,,,238,2026,2310,2026-06,9,https://www.16888.com/117870/,https://www.16888.com/117870/options/,https://xl.16888.com/s/117870/,2026-07-10
57506_混动,57506,RAV4荣放 混动版,一汽丰田,16.98,22.88,紧凑型SUV,SUV,混动,5,,,185,2026,13798,2026-06,4,https://www.16888.com/57506/,https://www.16888.com/57506/options/,https://xl.16888.com/s/57506/,2026-07-10
57506_燃油,57506,RAV4荣放 燃油版,一汽丰田,17.98,18.98,紧凑型SUV,SUV,燃油,5,,,171,2026,13798,2026-06,2,https://www.16888.com/57506/,https://www.16888.com/57506/options/,https://xl.16888.com/s/57506/,2026-07-10
57502_混动,57502,汉兰达 混动版,广汽丰田,24.98,32.58,SUV,SUV,混动,7,,,189,2026,5390,2026-06,7,https://www.16888.com/57502/,https://www.16888.com/57502/options/,https://xl.16888.com/s/57502/,2026-07-10
57502_燃油,57502,汉兰达 燃油版,广汽丰田,28.48,29.58,SUV,SUV,燃油,7,,,248,2026,5390,2026-06,2,https://www.16888.com/57502/,https://www.16888.com/57502/options/,https://xl.16888.com/s/57502/,2026-07-10
57307_燃油,57307,本田CR-V 燃油版,东风本田,18.59,23.19,紧凑型SUV,SUV,燃油,5,,,193,2026,10881,2026-06,10,https://www.16888.com/57307/,https://www.16888.com/57307/options/,https://xl.16888.com/s/57307/,2026-07-10
57307_混动,57307,本田CR-V 混动版,东风本田,19.99,24.99,紧凑型SUV,SUV,混动,5,,,150,2026,10881,2026-06,12,https://www.16888.com/57307/,https://www.16888.com/57307/options/,https://xl.16888.com/s/57307/,2026-07-10
127642_燃油,127642,途观L,上汽大众,18.68,26.68,SUV,SUV,燃油,5,,,220,2026,12806,2026-06,8,https://www.16888.com/127642/,https://www.16888.com/127642/options/,https://xl.16888.com/s/127642/,2026-07-10
128072_混动,128072,奥迪Q5L 混动版,一汽奥迪,30.98,38.48,SUV,SUV,混动,5,,,272,2026,6100,2026-06,5,https://www.16888.com/128072/,https://www.16888.com/128072/options/,https://xl.16888.com/s/128072/,2026-07-10
128072_燃油,128072,奥迪Q5L 燃油版,一汽奥迪,34.98,39.98,SUV,SUV,燃油,5,,,245,2026,6100,2026-06,3,https://www.16888.com/128072/,https://www.16888.com/128072/options/,https://xl.16888.com/s/128072/,2026-07-10
127044_混动,127044,奔驰GLC,北京奔驰,35.18,46.28,SUV,SUV,混动,5,,,258,2026,8347,2026-06,12,https://www.16888.com/127044/,https://www.16888.com/127044/options/,https://xl.16888.com/s/127044/,2026-07-10
126613_燃油,126613,昂科威Plus,上汽通用别克,22.99,25.99,SUV,SUV,燃油,5,,,237,2026,6550,2026-06,3,https://www.16888.com/126613/,https://www.16888.com/126613/options/,https://xl.16888.com/s/126613/,2026-07-10
127929_燃油,127929,宝马X3,华晨宝马,31.8,39.8,SUV,SUV,燃油,5,,,258,2026,6391,2026-06,4,https://www.16888.com/127929/,https://www.16888.com/127929/options/,https://xl.16888.com/s/127929/,2026-07-10
127596_燃油,127596,途昂,上汽大众,28.9,35.99,SUV,SUV,燃油,7,,,272,2026,1907,2026-06,7,https://www.16888.com/127596/,https://www.16888.com/127596/options/,https://xl.16888.com/s/127596/,2026-07-10
128219_燃油,128219,探岳,一汽-大众,19.89,25.99,SUV,SUV,燃油,5,,,220,2026,11664,2026-06,8,https://www.16888.com/128219/,https://www.16888.com/128219/options/,https://xl.16888.com/s/128219/,2026-07-10
126725_混动,126725,沃尔沃XC60,沃尔沃亚太,39.69,47.49,SUV,SUV,混动,5,,,250,2026,1361,2026-06,5,https://www.16888.com/126725/,https://www.16888.com/126725/options/,https://xl.16888.com/s/126725/,2026-07-10
126193_燃油,126193,奥迪Q3,一汽奥迪,25.18,29.68,紧凑型SUV,SUV,燃油,5,,,220,2026,2877,2026-06,4,https://www.16888.com/126193/,https://www.16888.com/126193/options/,https://xl.16888.com/s/126193/,2026-07-10
126071_燃油,126071,宝马X1,华晨宝马,25.8,28.8,紧凑型SUV,SUV,燃油,5,,,204,2026,3171,2026-06,4,https://www.16888.com/126071/,https://www.16888.com/126071/options/,https://xl.16888.com/s/126071/,2026-07-10
127052_混动,127052,凯迪拉克XT5,上汽通用凯迪拉克,37.99,45.99,SUV,SUV,混动,5,,,237,2026,3265,2026-06,4,https://www.16888.com/127052/,https://www.16888.com/127052/options/,https://xl.16888.com/s/127052/,2026-07-10
57868_燃油,57868,奇骏,东风日产,16.08,26.29,紧凑型SUV,SUV,燃油,5,,,204,2025,2910,2026-06,16,https://www.16888.com/57868/,https://www.16888.com/57868/options/,https://xl.16888.com/s/57868/,2026-07-10
126751_燃油,126751,锐界 燃油版,长安福特,22.98,27.98,SUV,SUV,燃油,7,,,252,2026,1653,2026-06,4,https://www.16888.com/126751/,https://www.16888.com/126751/options/,https://xl.16888.com/s/126751/,2026-07-10
126751_混动,126751,锐界 混动版,长安福特,26.98,30.98,SUV,SUV,混动,7,,,275,2026,1653,2026-06,3,https://www.16888.com/126751/,https://www.16888.com/126751/options/,https://xl.16888.com/s/126751/,2026-07-10
127973_燃油,127973,瑞虎8,奇瑞汽车,9.99,12.99,SUV,SUV,燃油,5,,,200,2026,9835,2026-06,12,https://www.16888.com/127973/,https://www.16888.com/127973/options/,https://xl.16888.com/s/127973/,2026-07-10
57871_燃油,57871,逍客,东风日产,12.59,17.49,紧凑型SUV,SUV,燃油,5,,,158,2025,4546,2026-06,7,https://www.16888.com/57871/,https://www.16888.com/57871/options/,https://xl.16888.com/s/57871/,2026-07-10
57242_燃油,57242,奥迪Q7 燃油版,奥迪(进口),60.98,63.68,SUV,SUV,燃油,5,,,265,2026,,,4,https://www.16888.com/57242/,https://www.16888.com/57242/options/,https://xl.16888.com/s/57242/,2026-07-10
57242_混动,57242,奥迪Q7 混动版,奥迪(进口),70.68,80.48,SUV,SUV,混动,7,,,340,2026,,,6,https://www.16888.com/57242/,https://www.16888.com/57242/options/,https://xl.16888.com/s/57242/,2026-07-10
57256_混动,57256,宝马7系,宝马(进口),80.8,112.8,大型车,三厢车,混动,5,,,381,2026,,,10,https://www.16888.com/57256/,https://www.16888.com/57256/options/,https://xl.16888.com/s/57256/,2026-07-10
57298_混动,57298,奔驰S级,奔驰(进口),89.88,128.83,大型车,三厢车,混动,5,,,367,2026,,,5,https://www.16888.com/57298/,https://www.16888.com/57298/options/,https://xl.16888.com/s/57298/,2026-07-10
57239_燃油,57239,奥迪A8 燃油版,奥迪(进口),78.98,78.98,大型车,三厢车,燃油,5,,,265,2026,,,2,https://www.16888.com/57239/,https://www.16888.com/57239/options/,https://xl.16888.com/s/57239/,2026-07-10
57239_混动,57239,奥迪A8 混动版,奥迪(进口),88.98,207.68,大型车,三厢车,混动,5,,,460,2026,,,8,https://www.16888.com/57239/,https://www.16888.com/57239/options/,https://xl.16888.com/s/57239/,2026-07-10
57269_燃油,57269,Panamera,保时捷,99.8,149.8,大型车,掀背车,燃油,4,,,500,2026,,,5,https://www.16888.com/57269/,https://www.16888.com/57269/options/,https://xl.16888.com/s/57269/,2026-07-10
126875_混动,126875,迈巴赫S级 混动版,梅赛德斯-迈巴赫,146.8,287.5,大型车,三厢车,混动,5,,,503,2026,,,4,https://www.16888.com/126875/,https://www.16888.com/126875/options/,https://xl.16888.com/s/126875/,2026-07-10
126875_燃油,126875,迈巴赫S级 燃油版,梅赛德斯-迈巴赫,332.7,364.3,大型车,三厢车,燃油,4,,,612,2026,,,2,https://www.16888.com/126875/,https://www.16888.com/126875/options/,https://xl.16888.com/s/126875/,2026-07-10
57695_混动,57695,雷克萨斯LS,雷克萨斯,88.5,120.0,大型车,三厢车,混动,5,,,299,2024,,,4,https://www.16888.com/57695/,https://www.16888.com/57695/options/,https://xl.16888.com/s/57695/,2026-07-10
129112_纯电,129112,Model Y,特斯拉中国,26.35,31.35,SUV,SUV,纯电,5,,,,2026,38654,2026-06,3,https://www.16888.com/129112/,https://www.16888.com/129112/options/,https://xl.16888.com/s/129112/,2026-07-10
129234_纯电,129234,元PLUS,比亚迪,11.58,14.99,紧凑型SUV,SUV,纯电,5,,,,2026,5547,2026-06,9,https://www.16888.com/129234/,https://www.16888.com/129234/options/,https://xl.16888.com/s/129234/,2026-07-10
129587_增程,129587,问界M7 增程版,AITO 问界,27.98,36.98,SUV,SUV,增程,5,,,160,2026,5201,2026-06,14,https://www.16888.com/129587/,https://www.16888.com/129587/options/,https://xl.16888.com/s/129587/,2026-07-10
129587_纯电,129587,问界M7 纯电版,AITO 问界,31.98,38.98,SUV,SUV,纯电,5,,,,2026,5201,2026-06,12,https://www.16888.com/129587/,https://www.16888.com/129587/options/,https://xl.16888.com/s/129587/,2026-07-10
128722_纯电,128722,Model 3,特斯拉中国,23.55,33.95,中型车,三厢车,纯电,5,,,,2025,14266,2026-06,4,https://www.16888.com/128722/,https://www.16888.com/128722/options/,https://xl.16888.com/s/128722/,2026-07-10
127934_纯电,127934,蔚来ES6,蔚来,33.8,35.0,SUV,SUV,纯电,5,,,,2026,1202,2026-06,2,https://www.16888.com/127934/,https://www.16888.com/127934/options/,https://xl.16888.com/s/127934/,2026-07-10
130150_插混,130150,秦L 插混版,比亚迪,9.68,15.38,中型车,三厢车,插混,5,,,101,2026,10031,2026-06,11,https://www.16888.com/130150/,https://www.16888.com/130150/options/,https://xl.16888.com/s/130150/,2026-07-10
130150_纯电,130150,秦L 纯电版,比亚迪,11.98,13.98,中型车,三厢车,纯电,5,,,,2025,10031,2026-06,4,https://www.16888.com/130150/,https://www.16888.com/130150/options/,https://xl.16888.com/s/130150/,2026-07-10
129064_纯电,129064,AION Y,广汽埃安,9.98,12.38,紧凑型SUV,SUV,纯电,5,,,,2025,1016,2026-06,6,https://www.16888.com/129064/,https://www.16888.com/129064/options/,https://xl.16888.com/s/129064/,2026-07-10
129445_纯电,129445,海豹,比亚迪,17.58,23.98,中型车,三厢车,纯电,5,,,530,2025,49,2026-06,4,https://www.16888.com/129445/,https://www.16888.com/129445/options/,https://xl.16888.com/s/129445/,2026-07-10
129407_增程,129407,问界M5 增程版,AITO 问界,22.98,24.98,SUV,SUV,增程,5,,,152,2025,292,2026-06,2,https://www.16888.com/129407/,https://www.16888.com/129407/options/,https://xl.16888.com/s/129407/,2026-07-10
129407_纯电,129407,问界M5 纯电版,AITO 问界,23.98,23.98,SUV,SUV,纯电,5,,,272,2025,292,2026-06,1,https://www.16888.com/129407/,https://www.16888.com/129407/options/,https://xl.16888.com/s/129407/,2026-07-10
129063_增程,129063,零跑C11 增程版,零跑汽车,14.38,15.98,SUV,SUV,增程,5,,,95,2027,6615,2026-06,4,https://www.16888.com/129063/,https://www.16888.com/129063/options/,https://xl.16888.com/s/129063/,2026-07-10
129063_纯电,129063,零跑C11 纯电版,零跑汽车,14.38,16.58,SUV,SUV,纯电,5,,,,2027,6615,2026-06,6,https://www.16888.com/129063/,https://www.16888.com/129063/options/,https://xl.16888.com/s/129063/,2026-07-10
